plot_year,Browsing_percent_plot,old_browsing_plot,young_browsing_plot,no_browsing_plot,height_plot,growth,FAI,site,NPP_July2016,NPP_June2016,EffectiveMooseDensitykm2,year_site,mean.temp,summ.temp,wint.temp,rain.GP,rain.year,rain.wint,site_Treatment,territory,EX,build_year,sample_year,time,date,month,day,plot,species_cor,nom_lat,missingpicnote,LON..NAD83.MTM..Modified.Transverse.Mercator..zone.6.,LAT..NAD83.MTM..Modified.Transverse.Mercator..zone.6.,LON.E,LAT.N,browsingfactorial
259_2014,33.33333334,1,0,1.5,22,-2.195610883,0.782828645,MA1106,6.5,4.880000114,3.3,2014_MA1106,1.49630137,14.75122951,-8.147802198,3.337704918,02/01/1900,2.796153846,MA1106_TE,Matane,TE,2011,2014,T3,08/06/2014,6,8,259,Abibal,Abies balsamea,ok,358708.9022,5400728.488,-66.76694855,48.74265795,no
259_2015,NA,0.307692308,0,NA,13.19230769,1.039842709,1.935380742,MA1106,6.5,4.880000114,3.3,2015_MA1106,2.404508197,14.18606557,-5.790710383,3.009836066,02/01/1900,2.372131148,MA1106_TE,Matane,TE,2011,2015,T4,03/06/2015,6,3,259,Abibal,Abies balsamea,ok,358708.9022,5400728.488,-66.76694855,48.74265795,no
26_2011,4.074074074,0.333333333,0,7.111111111,27.33333333,0.228509721,1.900395863,CA1002,6.5,4.730000019,2,2011_CA1002,3.586338798,14.84959016,-4.778415301,3.797540984,03/01/1900,2.196174863,CA1002_EX,Casault,EX,2010,2011,T1,21/07/2011,7,21,26,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
26_2012,0,0,0,9.875,28.25,1.978686445,4.257740327,CA1002,6.5,4.730000019,2,2012_CA1002,3.784520548,15.63237705,-4.694505495,2.63442623,02/01/1900,2.471978022,CA1002_EX,Casault,EX,2010,2012,T2,28/05/2012,5,28,26,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
26_2013,0,0,0,11.75,36.1875,2.378106329,3.823081236,CA1002,6.5,4.730000019,2,2013_CA1002,1.473835616,14.18442623,-8.105769231,3.245081967,2.970958904,2.585164835,CA1002_EX,Casault,EX,2010,2013,T3,NA,NA,NA,26,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
26_2014,0,0,0,11.90909091,45.72727273,-0.864517952,3.942237089,CA1002,6.5,4.730000019,2,2014_CA1002,1.844931507,15.44836066,-8.181593407,3.369672131,02/01/1900,2.538461538,CA1002_EX,Casault,EX,2010,2014,T4,24/05/2014,5,24,26,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
26_2015,NA,NA,NA,NA,42.25925926,1.127888548,4.752275088,CA1002,6.5,4.730000019,2,2015_CA1002,2.913251366,14.97540984,-5.491530055,2.913934426,02/01/1900,2.943715847,CA1002_EX,Casault,EX,2010,2015,T5,24/05/2015,5,24,26,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,NA
260_2012,33.33333333,2.333333333,0,15.33333333,62.66666667,-3.780797197,0.453284687,MA1106,6.5,4.880000114,3.3,2012_MA1106,3.266575342,14.85860656,-4.883241758,2.674590164,02/01/1900,2.858791209,MA1106_TE,Matane,TE,2011,2012,T1,14/06/2012,6,14,260,Abibal,Abies balsamea,ok,358708.9022,5400728.488,-66.76694855,48.74265795,yes
260_2013,24.07407408,1,5.5,10,47.5,-3.365324978,0.495371609,MA1106,6.5,4.880000114,3.3,2013_MA1106,1.141369863,13.48319672,-8.075,2.595081967,2.789315068,2.932967033,MA1106_TE,Matane,TE,2011,2013,T2,NA,NA,NA,260,Abibal,Abies balsamea,ok,358708.9022,5400728.488,-66.76694855,48.74265795,no
260_2014,36.84210527,5,2,3.5,34,-4.275209138,0.578981876,MA1106,6.5,4.880000114,3.3,2014_MA1106,1.49630137,14.75122951,-8.147802198,3.337704918,02/01/1900,2.796153846,MA1106_TE,Matane,TE,2011,2014,T3,08/06/2014,6,8,260,Abibal,Abies balsamea,ok,358708.9022,5400728.488,-66.76694855,48.74265795,no
260_2015,NA,1.4,0,NA,16.85,1.273422353,1.397612851,MA1106,6.5,4.880000114,3.3,2015_MA1106,2.404508197,14.18606557,-5.790710383,3.009836066,02/01/1900,2.372131148,MA1106_TE,Matane,TE,2011,2015,T4,03/06/2015,6,3,260,Abibal,Abies balsamea,ok,358708.9022,5400728.488,-66.76694855,48.74265795,no
261_2014,0,0,0,1,14,-0.598279996,1.918933826,MA1106,6.5,4.880000114,3.3,2014_MA1106,1.49630137,14.75122951,-8.147802198,3.337704918,02/01/1900,2.796153846,MA1106_TE,Matane,TE,2011,2014,T3,08/06/2014,6,8,261,Abibal,Abies balsamea,ok,358708.9022,5400728.488,-66.76694855,48.74265795,no
261_2015,NA,0,0.4,NA,11.6,2.056587486,2.6260717,MA1106,6.5,4.880000114,3.3,2015_MA1106,2.404508197,14.18606557,-5.790710383,3.009836066,02/01/1900,2.372131148,MA1106_TE,Matane,TE,2011,2015,T4,03/06/2015,6,3,261,Abibal,Abies balsamea,ok,358708.9022,5400728.488,-66.76694855,48.74265795,no
262_2012,25.34722222,0.875,2.125,6.5,53.875,-2.305870818,2.272064635,MA1106,6.5,4.880000114,3.3,2012_MA1106,3.266575342,14.85860656,-4.883241758,2.674590164,02/01/1900,2.858791209,MA1106_TE,Matane,TE,2011,2012,T1,14/06/2012,6,14,262,Abibal,Abies balsamea,ok,358708.9022,5400728.488,-66.76694855,48.74265795,yes
262_2013,52.09483225,2.375,4.375,5.625,44.625,-0.704225412,0.826178601,MA1106,6.5,4.880000114,3.3,2013_MA1106,1.141369863,13.48319672,-8.075,2.595081967,2.789315068,2.932967033,MA1106_TE,Matane,TE,2011,2013,T2,NA,NA,NA,262,Abibal,Abies balsamea,ok,358708.9022,5400728.488,-66.76694855,48.74265795,yes
262_2014,66.65079365,3.3,1.8,3,41.8,-2.397056037,1.296863836,MA1106,6.5,4.880000114,3.3,2014_MA1106,1.49630137,14.75122951,-8.147802198,3.337704918,02/01/1900,2.796153846,MA1106_TE,Matane,TE,2011,2014,T3,08/06/2014,6,8,262,Abibal,Abies balsamea,ok,358708.9022,5400728.488,-66.76694855,48.74265795,yes
262_2015,NA,1.421052632,2.894736842,1.263157895,32.18421053,2.266182288,2.795673904,MA1106,6.5,4.880000114,3.3,2015_MA1106,2.404508197,14.18606557,-5.790710383,3.009836066,02/01/1900,2.372131148,MA1106_TE,Matane,TE,2011,2015,T4,03/06/2015,6,3,262,Abibal,Abies balsamea,ok,358708.9022,5400728.488,-66.76694855,48.74265795,yes
263_2015,NA,0,0,1.2,12.05,0.790782124,2.035888777,MA1106,6.5,4.880000114,3.3,2015_MA1106,2.404508197,14.18606557,-5.790710383,3.009836066,02/01/1900,2.372131148,MA1106_TE,Matane,TE,2011,2015,T4,03/06/2015,6,3,263,Abibal,Abies balsamea,ok,358708.9022,5400728.488,-66.76694855,48.74265795,no
264_2012,69.05797101,4.6,3.6,1.8,40.8,0.363953664,0.72221532,MA1106,6.5,4.880000114,3.3,2012_MA1106,3.266575342,14.85860656,-4.883241758,2.674590164,02/01/1900,2.858791209,MA1106_TE,Matane,TE,2011,2012,T1,14/06/2012,6,14,264,Abibal,Abies balsamea,ok,358708.9022,5400728.488,-66.76694855,48.74265795,yes
264_2013,70.88888889,7.4,0.4,3.6,42.26,1.846358543,0.606333127,MA1106,6.5,4.880000114,3.3,2013_MA1106,1.141369863,13.48319672,-8.075,2.595081967,2.789315068,2.932967033,MA1106_TE,Matane,TE,2011,2013,T2,NA,NA,NA,264,Abibal,Abies balsamea,ok,358708.9022,5400728.488,-66.76694855,48.74265795,yes
264_2014,73.56902357,5.666666667,3,3,49.66666667,-6.717666448,0.509849318,MA1106,6.5,4.880000114,3.3,2014_MA1106,1.49630137,14.75122951,-8.147802198,3.337704918,02/01/1900,2.796153846,MA1106_TE,Matane,TE,2011,2014,T3,08/06/2014,6,8,264,Abibal,Abies balsamea,ok,358708.9022,5400728.488,-66.76694855,48.74265795,yes
264_2015,NA,0.625,0.3125,0.625,22.71875,-0.036724777,1.326362444,MA1106,6.5,4.880000114,3.3,2015_MA1106,2.404508197,14.18606557,-5.790710383,3.009836066,02/01/1900,2.372131148,MA1106_TE,Matane,TE,2011,2015,T4,03/06/2015,6,3,264,Abibal,Abies balsamea,ok,358708.9022,5400728.488,-66.76694855,48.74265795,NA
27_2011,0,0,0,7.111111111,28.66666667,1.661888878,1.307212052,CA1002,6.5,4.730000019,2,2011_CA1002,3.586338798,14.84959016,-4.778415301,3.797540984,03/01/1900,2.196174863,CA1002_EX,Casault,EX,2010,2011,T1,21/07/2011,7,21,27,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
27_2012,0,0,0,9.111111111,35.33333333,1.842619293,1.445514164,CA1002,6.5,4.730000019,2,2012_CA1002,3.784520548,15.63237705,-4.694505495,2.63442623,02/01/1900,2.471978022,CA1002_EX,Casault,EX,2010,2012,T2,28/05/2012,5,28,27,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
27_2013,0,0,0,19.5,42.725,4.057086223,1.536704713,CA1002,6.5,4.730000019,2,2013_CA1002,1.473835616,14.18442623,-8.105769231,3.245081967,2.970958904,2.585164835,CA1002_EX,Casault,EX,2010,2013,T3,NA,NA,NA,27,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
27_2014,0,0,0,20.55555556,59,-3.517062658,1.503980149,CA1002,6.5,4.730000019,2,2014_CA1002,1.844931507,15.44836066,-8.181593407,3.369672131,02/01/1900,2.538461538,CA1002_EX,Casault,EX,2010,2014,T4,24/05/2014,5,24,27,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
27_2015,NA,NA,NA,NA,44.89130435,0.714635526,2.086778834,CA1002,6.5,4.730000019,2,2015_CA1002,2.913251366,14.97540984,-5.491530055,2.913934426,02/01/1900,2.943715847,CA1002_EX,Casault,EX,2010,2015,T5,24/05/2015,5,24,27,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,NA
28_2011,0,0,0,2,19,1.329511102,1.253854821,CA1002,6.5,4.730000019,2,2011_CA1002,3.586338798,14.84959016,-4.778415301,3.797540984,03/01/1900,2.196174863,CA1002_EX,Casault,EX,2010,2011,T1,21/07/2011,7,21,28,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
28_2012,0,0,0,4.333333333,24.33333333,2.409738873,8.295081681,CA1002,6.5,4.730000019,2,2012_CA1002,3.784520548,15.63237705,-4.694505495,2.63442623,02/01/1900,2.471978022,CA1002_EX,Casault,EX,2010,2012,T2,28/05/2012,5,28,28,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
28_2013,0,0,0,7.75,34,0.249283332,5.451400919,CA1002,6.5,4.730000019,2,2013_CA1002,1.473835616,14.18442623,-8.105769231,3.245081967,2.970958904,2.585164835,CA1002_EX,Casault,EX,2010,2013,T3,NA,NA,NA,28,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
28_2014,0,0,0,11.66666667,35,-2.802548971,3.68675002,CA1002,6.5,4.730000019,2,2014_CA1002,1.844931507,15.44836066,-8.181593407,3.369672131,02/01/1900,2.538461538,CA1002_EX,Casault,EX,2010,2014,T4,24/05/2014,5,24,28,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
28_2015,NA,NA,NA,NA,23.75757576,1.549077124,3.957445453,CA1002,6.5,4.730000019,2,2015_CA1002,2.913251366,14.97540984,-5.491530055,2.913934426,02/01/1900,2.943715847,CA1002_EX,Casault,EX,2010,2015,T5,24/05/2015,5,24,28,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,NA
29_2011,0,0,0,6,22.25,1.017906938,2.499480593,CA1002,6.5,4.730000019,2,2011_CA1002,3.586338798,14.84959016,-4.778415301,3.797540984,03/01/1900,2.196174863,CA1002_EX,Casault,EX,2010,2011,T1,21/07/2011,7,21,29,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
29_2012,0,0,0,6.5,26.33333333,2.78366387,5.896268565,CA1002,6.5,4.730000019,2,2012_CA1002,3.784520548,15.63237705,-4.694505495,2.63442623,02/01/1900,2.471978022,CA1002_EX,Casault,EX,2010,2012,T2,28/05/2012,5,28,29,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
29_2013,0,0,0,11.91666667,37.5,0.162992948,6.76727323,CA1002,6.5,4.730000019,2,2013_CA1002,1.473835616,14.18442623,-8.105769231,3.245081967,2.970958904,2.585164835,CA1002_EX,Casault,EX,2010,2013,T3,NA,NA,NA,29,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
29_2014,0,0,0,14.30769231,38.15384615,0.127837606,6.585338365,CA1002,6.5,4.730000019,2,2014_CA1002,1.844931507,15.44836066,-8.181593407,3.369672131,02/01/1900,2.538461538,CA1002_EX,Casault,EX,2010,2014,T4,24/05/2014,5,24,29,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
29_2015,NA,NA,NA,NA,38.66666667,0.085691145,7.910709402,CA1002,6.5,4.730000019,2,2015_CA1002,2.913251366,14.97540984,-5.491530055,2.913934426,02/01/1900,2.943715847,CA1002_EX,Casault,EX,2010,2015,T5,24/05/2015,5,24,29,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,NA
3_2012,0,0,0,1,23.5,0,0.506224421,CA1001,6.5,5.050000191,2,2012_CA1001,3.109178082,14.90819672,-5.336813187,2.631967213,02/01/1900,2.818681319,CA1001_EX,Casault,EX,2010,2012,T2,27/05/2012,5,27,3,Abibal,Abies balsamea,ok,332458.5303,5365787.26,-67.12621307,48.43013629,no
3_2014,0,0,0,14,53,-8.724916609,1.304473004,CA1001,6.5,5.050000191,2,2014_CA1001,1.270273973,14.89262295,-8.703021978,3.249180328,02/01/1900,2.63021978,CA1001_EX,Casault,EX,2010,2014,T4,25/05/2014,5,25,3,Abibal,Abies balsamea,ok,332458.5303,5365787.26,-67.12621307,48.43013629,no
3_2015,NA,NA,NA,NA,18,1.246416658,1.399142364,CA1001,6.5,5.050000191,2,2015_CA1001,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,CA1001_EX,Casault,EX,2010,2015,T5,26/05/2015,5,26,3,Abibal,Abies balsamea,ok,332458.5303,5365787.26,-67.12621307,48.43013629,NA
30_2011,0,0,0,2,16.5,1.184095825,0.95827017,CA1002,6.5,4.730000019,2,2011_CA1002,3.586338798,14.84959016,-4.778415301,3.797540984,03/01/1900,2.196174863,CA1002_EX,Casault,EX,2010,2011,T1,21/07/2011,7,21,30,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
30_2012,0,0,0,4,21.25,2.617474983,2.479593406,CA1002,6.5,4.730000019,2,2012_CA1002,3.784520548,15.63237705,-4.694505495,2.63442623,02/01/1900,2.471978022,CA1002_EX,Casault,EX,2010,2012,T2,28/05/2012,5,28,30,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
30_2013,0,0,0,9.666666667,31.75,0.651535981,2.525270204,CA1002,6.5,4.730000019,2,2013_CA1002,1.473835616,14.18442623,-8.105769231,3.245081967,2.970958904,2.585164835,CA1002_EX,Casault,EX,2010,2013,T3,NA,NA,NA,30,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
30_2014,0,0,0,9,34.36363636,-1.008011145,1.847952649,CA1002,6.5,4.730000019,2,2014_CA1002,1.844931507,15.44836066,-8.181593407,3.369672131,02/01/1900,2.538461538,CA1002_EX,Casault,EX,2010,2014,T4,24/05/2014,5,24,30,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
30_2015,NA,NA,NA,NA,30.32,1.37784437,4.928211176,CA1002,6.5,4.730000019,2,2015_CA1002,2.913251366,14.97540984,-5.491530055,2.913934426,02/01/1900,2.943715847,CA1002_EX,Casault,EX,2010,2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,NA
31_2011,8.88888889,1.333333333,0,5.333333333,22.33333333,0,0.765580174,CA1002,6.5,4.730000019,2,2011_CA1002,3.586338798,14.84959016,-4.778415301,3.797540984,03/01/1900,2.196174863,CA1002_EX,Casault,EX,2010,2011,T1,21/07/2011,7,21,31,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
31_2013,0,0,0,10.66666667,35.76666667,-2.607247974,4.044549395,CA1002,6.5,4.730000019,2,2013_CA1002,1.473835616,14.18442623,-8.105769231,3.245081967,2.970958904,2.585164835,CA1002_EX,Casault,EX,2010,2013,T3,NA,NA,NA,31,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
31_2014,0,0,0,7.846153846,25.30769231,-0.822200829,5.544451443,CA1002,6.5,4.730000019,2,2014_CA1002,1.844931507,15.44836066,-8.181593407,3.369672131,02/01/1900,2.538461538,CA1002_EX,Casault,EX,2010,2014,T4,24/05/2014,5,24,31,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
31_2015,NA,NA,NA,NA,22.00943396,1.71937755,7.394996261,CA1002,6.5,4.730000019,2,2015_CA1002,2.913251366,14.97540984,-5.491530055,2.913934426,02/01/1900,2.943715847,CA1002_EX,Casault,EX,2010,2015,T5,24/05/2015,5,24,31,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,NA
32_2011,0,0,0,6.5,29,0,0.568016159,CA1002,6.5,4.730000019,2,2011_CA1002,3.586338798,14.84959016,-4.778415301,3.797540984,03/01/1900,2.196174863,CA1002_EX,Casault,EX,2010,2011,T1,21/07/2011,7,21,32,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
32_2013,0,0,0,11.5,34,2.617474983,1.995396262,CA1002,6.5,4.730000019,2,2013_CA1002,1.473835616,14.18442623,-8.105769231,3.245081967,2.970958904,2.585164835,CA1002_EX,Casault,EX,2010,2013,T3,NA,NA,NA,32,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
32_2014,0,0,0,30.5,44.5,-4.196269416,2.980899271,CA1002,6.5,4.730000019,2,2014_CA1002,1.844931507,15.44836066,-8.181593407,3.369672131,02/01/1900,2.538461538,CA1002_EX,Casault,EX,2010,2014,T4,24/05/2014,5,24,32,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
32_2015,NA,NA,NA,NA,27.66666667,0.538681222,2.257983153,CA1002,6.5,4.730000019,2,2015_CA1002,2.913251366,14.97540984,-5.491530055,2.913934426,02/01/1900,2.943715847,CA1002_EX,Casault,EX,2010,2015,T5,24/05/2015,5,24,32,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,NA
33_2013,0,0,0,1.5,19.25,0.934812494,2.408756769,CA1002,6.5,4.730000019,2,2013_CA1002,1.473835616,14.18442623,-8.105769231,3.245081967,2.970958904,2.585164835,CA1002_EX,Casault,EX,2010,2013,T3,NA,NA,NA,33,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
33_2014,0,0,0,1.25,23,-1.598851713,2.321491264,CA1002,6.5,4.730000019,2,2014_CA1002,1.844931507,15.44836066,-8.181593407,3.369672131,02/01/1900,2.538461538,CA1002_EX,Casault,EX,2010,2014,T4,24/05/2014,5,24,33,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
33_2015,NA,NA,NA,NA,16.5862069,1.437550734,4.688225259,CA1002,6.5,4.730000019,2,2015_CA1002,2.913251366,14.97540984,-5.491530055,2.913934426,02/01/1900,2.943715847,CA1002_EX,Casault,EX,2010,2015,T5,24/05/2015,5,24,33,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,NA
337_2013,0,0,0,48,33,-3.240683312,2.930784098,MA1104,6.5,5.579999924,3.3,2013_MA1104,0.843013699,13.4795082,-8.667857143,2.714754098,2.881917808,3.002747253,MA1104_EX,Matane,EX,2011,2013,T2,NA,NA,NA,337,Abibal,Abies balsamea,ok,328399.4966,5396357.613,-67.17933375,48.7052345,no
337_2014,0,0,0,4,20,4.48709997,3.346433949,MA1104,6.5,5.579999924,3.3,2014_MA1104,1.270273973,14.89262295,-8.703021978,3.249180328,02/01/1900,2.63021978,MA1104_EX,Matane,EX,2011,2014,T3,11/06/2014,6,11,337,Abibal,Abies balsamea,ok,328399.4966,5396357.613,-67.17933375,48.7052345,no
337_2015,NA,0,0,NA,38,4.90257219,3.210495318,MA1104,6.5,5.579999924,3.3,2015_MA1104,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,MA1104_EX,Matane,EX,2011,2015,T4,02/06/2015,6,2,337,Abibal,Abies balsamea,ok,328399.4966,5396357.613,-67.17933375,48.7052345,no
338_2013,0,0,0,6,20,0,2.755607645,MA1104,6.5,5.579999924,3.3,2013_MA1104,0.843013699,13.4795082,-8.667857143,2.714754098,2.881917808,3.002747253,MA1104_EX,Matane,EX,2011,2013,T2,NA,NA,NA,338,Abibal,Abies balsamea,ok,328399.4966,5396357.613,-67.17933375,48.7052345,no
338_2015,0,0,0,18,36,13.14969575,2.412681027,MA1104,6.5,5.579999924,3.3,2015_MA1104,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,MA1104_EX,Matane,EX,2011,2015,T4,02/06/2015,6,2,338,Abibal,Abies balsamea,ok,328399.4966,5396357.613,-67.17933375,48.7052345,no
339_2014,0,0,0,3,50,-1.620341656,3.677564766,MA1104,6.5,5.579999924,3.3,2014_MA1104,1.270273973,14.89262295,-8.703021978,3.249180328,02/01/1900,2.63021978,MA1104_EX,Matane,EX,2011,2014,T3,11/06/2014,6,11,339,Abibal,Abies balsamea,ok,328399.4966,5396357.613,-67.17933375,48.7052345,no
339_2015,0,0,0,17,43.5,6.979933287,5.790356723,MA1104,6.5,5.579999924,3.3,2015_MA1104,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,MA1104_EX,Matane,EX,2011,2015,T4,02/06/2015,6,2,339,Abibal,Abies balsamea,ok,328399.4966,5396357.613,-67.17933375,48.7052345,no
34_2011,0,0,0,3,25,0.124641666,0.576663131,CA1002,6.5,4.730000019,2,2011_CA1002,3.586338798,14.84959016,-4.778415301,3.797540984,03/01/1900,2.196174863,CA1002_EX,Casault,EX,2010,2011,T1,21/07/2011,7,21,34,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
34_2012,0,0,0,3,25.5,-0.486102497,1.352237476,CA1002,6.5,4.730000019,2,2012_CA1002,3.784520548,15.63237705,-4.694505495,2.63442623,02/01/1900,2.471978022,CA1002_EX,Casault,EX,2010,2012,T2,28/05/2012,5,28,34,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
34_2013,0,0,0,5.25,23.55,-0.868336939,1.676165013,CA1002,6.5,4.730000019,2,2013_CA1002,1.473835616,14.18442623,-8.105769231,3.245081967,2.970958904,2.585164835,CA1002_EX,Casault,EX,2010,2013,T3,NA,NA,NA,34,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
34_2014,0,0,0,2.533333333,20.06666667,0.575429024,2.255475523,CA1002,6.5,4.730000019,2,2014_CA1002,1.844931507,15.44836066,-8.181593407,3.369672131,02/01/1900,2.538461538,CA1002_EX,Casault,EX,2010,2014,T4,24/05/2014,5,24,34,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,no
34_2015,NA,NA,NA,NA,22.375,2.238051088,3.453067554,CA1002,6.5,4.730000019,2,2015_CA1002,2.913251366,14.97540984,-5.491530055,2.913934426,02/01/1900,2.943715847,CA1002_EX,Casault,EX,2010,2015,T5,24/05/2015,5,24,34,Abibal,Abies balsamea,ok,336489.7491,5364785.896,-67.07181093,48.42094061,NA
340_2012,8.888888889,4,0,41,93,0,1.661640182,MA1104,6.5,5.579999924,3.3,2012_MA1104,3.109178082,14.90819672,-5.336813187,2.631967213,02/01/1900,2.818681319,MA1104_EX,Matane,EX,2011,2012,T1,15/06/2012,6,15,340,Abibal,Abies balsamea,ok,328399.4966,5396357.613,-67.17933375,48.7052345,yes
342_2015,NA,0,0,NA,9.5,0,3.906724141,MA1104,6.5,5.579999924,3.3,2015_MA1104,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,MA1104_EX,Matane,EX,2011,2015,T4,02/06/2015,6,2,342,Abibal,Abies balsamea,ok,328399.4966,5396357.613,-67.17933375,48.7052345,NA
343_2012,0,0,0,5,34,0.997133327,1.982396184,MA1104,6.5,5.579999924,3.3,2012_MA1104,3.109178082,14.90819672,-5.336813187,2.631967213,02/01/1900,2.818681319,MA1104_EX,Matane,EX,2011,2012,T1,15/06/2012,6,15,343,Abibal,Abies balsamea,ok,328399.4966,5396357.613,-67.17933375,48.7052345,no
343_2013,0,0,0,12,38,-0.623208329,2.75148589,MA1104,6.5,5.579999924,3.3,2013_MA1104,0.843013699,13.4795082,-8.667857143,2.714754098,2.881917808,3.002747253,MA1104_EX,Matane,EX,2011,2013,T2,NA,NA,NA,343,Abibal,Abies balsamea,ok,328399.4966,5396357.613,-67.17933375,48.7052345,no
343_2014,0,0,0,19.5,35.5,0.841331244,1.966463464,MA1104,6.5,5.579999924,3.3,2014_MA1104,1.270273973,14.89262295,-8.703021978,3.249180328,02/01/1900,2.63021978,MA1104_EX,Matane,EX,2011,2014,T3,11/06/2014,6,11,343,Abibal,Abies balsamea,ok,328399.4966,5396357.613,-67.17933375,48.7052345,no
343_2015,0,0,0,13.5,38.875,4.954506217,2.041839886,MA1104,6.5,5.579999924,3.3,2015_MA1104,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,MA1104_EX,Matane,EX,2011,2015,T4,02/06/2015,6,2,343,Abibal,Abies balsamea,ok,328399.4966,5396357.613,-67.17933375,48.7052345,no
344_2015,0,0,0,1,10,0,2.058536181,MA1104,6.5,5.579999924,3.3,2015_MA1104,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,MA1104_EX,Matane,EX,2011,2015,T4,02/06/2015,6,2,344,Abibal,Abies balsamea,ok,328399.4966,5396357.613,-67.17933375,48.7052345,no
345_2012,0,0,0,9,25.33333333,0.976359716,2.3011398,MA1104,6.5,5.579999924,3.3,2012_MA1104,3.109178082,14.90819672,-5.336813187,2.631967213,02/01/1900,2.818681319,MA1104_EX,Matane,EX,2011,2012,T1,15/06/2012,6,15,345,Abibal,Abies balsamea,ok,328399.4966,5396357.613,-67.17933375,48.7052345,no
345_2013,0,0,0,20.5,29.25,3.538438402,3.592524368,MA1104,6.5,5.579999924,3.3,2013_MA1104,0.843013699,13.4795082,-8.667857143,2.714754098,2.881917808,3.002747253,MA1104_EX,Matane,EX,2011,2013,T2,NA,NA,NA,345,Abibal,Abies balsamea,ok,328399.4966,5396357.613,-67.17933375,48.7052345,no
345_2014,0,0,0,15.33333333,43.44444444,0.1498218,3.755066009,MA1104,6.5,5.579999924,3.3,2014_MA1104,1.270273973,14.89262295,-8.703021978,3.249180328,02/01/1900,2.63021978,MA1104_EX,Matane,EX,2011,2014,T3,11/06/2014,6,11,345,Abibal,Abies balsamea,ok,328399.4966,5396357.613,-67.17933375,48.7052345,no
