site,territory,EX,build_year,sample_year,plot_year,time,date,month,day,plot,species_cor,nom_lat,height,diam,arrow,stem_state,no_browsing,young_browsing,old_browsing,Browsing_percent,sampling_area_m2,missingpicnote
CA1002,Casault,EX,2010,2016,29_2016,T6,26/05/2016,5,26,29,Prupen,Prunus pensylvanica,8.5,1.7,NA,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2016,29_2016,T6,26/05/2016,5,26,29,Prupen,Prunus pensylvanica,85,13.4,Unbrowsed,Dead,0,0,0,NA,4,ok
CA1002,Casault,EX,2010,2016,29_2016,T6,26/05/2016,5,26,29,Prupen,Prunus pensylvanica,25,1.7,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,29_2016,T6,26/05/2016,5,26,29,Prupen,Prunus pensylvanica,116,10.8,Unbrowsed,Decaying,5,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,29_2016,T6,26/05/2016,5,26,29,Prupen,Prunus pensylvanica,37,8.9,Unbrowsed,Mutilate,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,29_2016,T6,26/05/2016,5,26,29,Prupen,Prunus pensylvanica,78,11.7,Unbrowsed,Live,4,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,29_2016,T6,26/05/2016,5,26,29,Prupen,Prunus pensylvanica,108,12.2,Unbrowsed,Live,13,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,29_2016,T6,26/05/2016,5,26,29,Sorame,Sorbus americana,47,7.8,Unbrowsed,Decaying,2,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,29_2016,T6,26/05/2016,5,26,29,Sorame,Sorbus americana,119,21,Unbrowsed,Live,9,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,29_2016,T6,26/05/2016,5,26,29,Sorame,Sorbus americana,223,27.1,Unbrowsed,Live,15,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,29_2016,T6,26/05/2016,5,26,29,Sorame,Sorbus americana,153.5,32.7,Unbrowsed,Live,9,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,29_2016,T6,26/05/2016,5,26,29,Sorame,Sorbus americana,132,26.4,Unbrowsed,Live,4,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,29_2016,T6,26/05/2016,5,26,29,Sorame,Sorbus americana,112,16.8,Unbrowsed,Live,5,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,29_2016,T6,26/05/2016,5,26,29,Sorame,Sorbus americana,126,20.2,Unbrowsed,Live,4,0,0,0,4,ok
CA1002,Casault,EX,2010,2010,30_2010,T0,06/07/2010,7,6,30,Abibal,Abies balsamea,17,NA,Unbrowsed,NA,3,0,NA,0,4,ok
CA1002,Casault,EX,2010,2010,30_2010,T0,06/07/2010,7,6,30,Abibal,Abies balsamea,11,NA,Unbrowsed,NA,1,0,NA,0,4,ok
CA1002,Casault,EX,2010,2010,30_2010,T0,06/07/2010,7,6,30,Sorame,Sorbus americana,15,NA,Unbrowsed,NA,1,0,NA,0,4,ok
CA1002,Casault,EX,2010,2011,30_2011,T1,21/07/2011,7,21,30,Abibal,Abies balsamea,19,NA,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2011,30_2011,T1,21/07/2011,7,21,30,Abibal,Abies balsamea,12,NA,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2011,30_2011,T1,21/07/2011,7,21,30,Abibal,Abies balsamea,16,NA,Unbrowsed,Live,2,0,0,0,4,ok
CA1002,Casault,EX,2010,2011,30_2011,T1,21/07/2011,7,21,30,Abibal,Abies balsamea,19,NA,Unbrowsed,Live,4,0,0,0,4,ok
CA1002,Casault,EX,2010,2011,30_2011,T1,21/07/2011,7,21,30,Prupen,Prunus pensylvanica,30,NA,Unbrowsed,Live,6,0,0,0,4,ok
CA1002,Casault,EX,2010,2011,30_2011,T1,21/07/2011,7,21,30,Prupen,Prunus pensylvanica,21,NA,Unbrowsed,Live,5,0,0,0,4,ok
CA1002,Casault,EX,2010,2011,30_2011,T1,21/07/2011,7,21,30,Sorame,Sorbus americana,19,NA,Unbrowsed,Live,3,0,0,0,4,ok
CA1002,Casault,EX,2010,2012,30_2012,T2,28/05/2012,5,28,30,Abibal,Abies balsamea,27,NA,Unbrowsed,Live,3,0,0,0,4,ok
CA1002,Casault,EX,2010,2012,30_2012,T2,28/05/2012,5,28,30,Abibal,Abies balsamea,20,NA,Unbrowsed,Live,3,0,0,0,4,ok
CA1002,Casault,EX,2010,2012,30_2012,T2,28/05/2012,5,28,30,Abibal,Abies balsamea,18,NA,Unbrowsed,Live,2,0,0,0,4,ok
CA1002,Casault,EX,2010,2012,30_2012,T2,28/05/2012,5,28,30,Abibal,Abies balsamea,20,NA,Unbrowsed,Live,8,0,0,0,4,ok
CA1002,Casault,EX,2010,2012,30_2012,T2,28/05/2012,5,28,30,Prupen,Prunus pensylvanica,60,NA,Unbrowsed,Live,5,0,0,0,4,ok
CA1002,Casault,EX,2010,2012,30_2012,T2,28/05/2012,5,28,30,Prupen,Prunus pensylvanica,21,NA,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2012,30_2012,T2,28/05/2012,5,28,30,Prupen,Prunus pensylvanica,34,NA,Unbrowsed,Live,2,0,0,0,4,ok
CA1002,Casault,EX,2010,2012,30_2012,T2,28/05/2012,5,28,30,Prupen,Prunus pensylvanica,73,NA,Unbrowsed,Live,5,0,0,0,4,ok
CA1002,Casault,EX,2010,2012,30_2012,T2,28/05/2012,5,28,30,Prupen,Prunus pensylvanica,68,NA,Unbrowsed,Live,8,0,0,0,4,ok
CA1002,Casault,EX,2010,2012,30_2012,T2,28/05/2012,5,28,30,Prupen,Prunus pensylvanica,58,NA,Unbrowsed,Live,15,0,0,0,4,ok
CA1002,Casault,EX,2010,2012,30_2012,T2,28/05/2012,5,28,30,Prupen,Prunus pensylvanica,72,NA,Unbrowsed,Live,3,0,0,0,4,ok
CA1002,Casault,EX,2010,2012,30_2012,T2,28/05/2012,5,28,30,Prupen,Prunus pensylvanica,83,NA,Unbrowsed,Live,17,0,0,0,4,ok
CA1002,Casault,EX,2010,2012,30_2012,T2,28/05/2012,5,28,30,Prupen,Prunus pensylvanica,22,NA,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2012,30_2012,T2,28/05/2012,5,28,30,Prupen,Prunus pensylvanica,61,NA,Unbrowsed,Live,3,0,0,0,4,ok
CA1002,Casault,EX,2010,2012,30_2012,T2,28/05/2012,5,28,30,Prupen,Prunus pensylvanica,64,NA,Unbrowsed,Live,10,0,0,0,4,ok
CA1002,Casault,EX,2010,2012,30_2012,T2,28/05/2012,5,28,30,Prupen,Prunus pensylvanica,22,NA,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2012,30_2012,T2,28/05/2012,5,28,30,Prupen,Prunus pensylvanica,34,NA,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2012,30_2012,T2,28/05/2012,5,28,30,Sorame,Sorbus americana,33,NA,Unbrowsed,Live,4,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Abibal,Abies balsamea,24,8,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Abibal,Abies balsamea,33,9.1,Unbrowsed,Live,12,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Abibal,Abies balsamea,34.5,9.32,Unbrowsed,Live,9,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Abibal,Abies balsamea,26,7.2,Unbrowsed,Live,5,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Abibal,Abies balsamea,39,14.52,Unbrowsed,Live,25,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Abibal,Abies balsamea,34,11.88,Unbrowsed,Live,6,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Betula,Betula sp.,28,4.62,Unbrowsed,Live,2,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Prupen,Prunus pensylvanica,28.5,3.54,Unbrowsed,Live,2,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Prupen,Prunus pensylvanica,129.5,15.48,Unbrowsed,Live,11,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Prupen,Prunus pensylvanica,37,3.14,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Prupen,Prunus pensylvanica,27,3.12,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Prupen,Prunus pensylvanica,26,2.4,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Prupen,Prunus pensylvanica,59.5,4.2,Unbrowsed,Live,3,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Prupen,Prunus pensylvanica,44.5,5.2,Unbrowsed,Live,3,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Prupen,Prunus pensylvanica,37,3.64,Unbrowsed,Live,2,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Prupen,Prunus pensylvanica,118,13.7,Unbrowsed,Live,11,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Prupen,Prunus pensylvanica,113.5,13.14,Unbrowsed,Live,12,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Prupen,Prunus pensylvanica,120.5,15.6,Unbrowsed,Live,8,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Prupen,Prunus pensylvanica,81,11.52,Unbrowsed,Live,5,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Prupen,Prunus pensylvanica,59.5,7.48,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Prupen,Prunus pensylvanica,145,23.1,Unbrowsed,Live,55,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Prupen,Prunus pensylvanica,105,14.22,Unbrowsed,Live,18,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Prupen,Prunus pensylvanica,136,15.1,Unbrowsed,Live,20,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Prupen,Prunus pensylvanica,58.3,5.3,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2013,30_2013,T3,NA,NA,NA,30,Sorame,Sorbus americana,69,17.46,Unbrowsed,Live,11,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Abibal,Abies balsamea,36,6.7,Unbrowsed,Live,3,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Abibal,Abies balsamea,28,8.2,Unbrowsed,Live,2,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Abibal,Abies balsamea,56,12.2,Unbrowsed,Live,25,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Abibal,Abies balsamea,23,4.9,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Abibal,Abies balsamea,42,12.9,Unbrowsed,Live,10,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Abibal,Abies balsamea,48,17.8,Unbrowsed,Live,37,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Abibal,Abies balsamea,40,11.8,Unbrowsed,Live,9,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Abibal,Abies balsamea,20,6.7,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Abibal,Abies balsamea,21,6.5,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Abibal,Abies balsamea,21,3.8,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Abibal,Abies balsamea,43,5.5,Unbrowsed,Live,9,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Betula,Betula sp.,42,8.7,Unbrowsed,Live,2,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Betula,Betula sp.,32,5.9,Unbrowsed,Live,2,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Prupen,Prunus pensylvanica,138,16.7,Unbrowsed,Live,22,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Prupen,Prunus pensylvanica,123,14.4,Unbrowsed,Live,14,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Prupen,Prunus pensylvanica,112,14.4,Unbrowsed,Live,12,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Prupen,Prunus pensylvanica,147,16,Unbrowsed,Live,13,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Prupen,Prunus pensylvanica,165,29,Unbrowsed,Live,37,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Prupen,Prunus pensylvanica,150,17.3,Unbrowsed,Live,17,0,0,0,4,ok
CA1002,Casault,EX,2010,2014,30_2014,T4,24/05/2014,5,24,30,Sorame,Sorbus americana,80,23.1,Unbrowsed,Live,6,0,0,0,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,16,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,6,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,8,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,23,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,11,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,13,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,19,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,7,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,84,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,17,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,29,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,45,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,37,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,37,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,45,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,18,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,5,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,11,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,65,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,31,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,29,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,37,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,21,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,22.5,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,11,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,28,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,23,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,20,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,12,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,33,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,4,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,20,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,29,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,16,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,27,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,16,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,99,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,58,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,24,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,31,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,11,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,31,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,13,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,84,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,95.5,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,35,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,33,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,84.5,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,20,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Abibal,Abies balsamea,21.5,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Betula,Betula sp.,60,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Betula,Betula sp.,57,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Prupen,Prunus pensylvanica,102,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Prupen,Prunus pensylvanica,43,NA,Unbrowsed,Dead,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Prupen,Prunus pensylvanica,176,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Prupen,Prunus pensylvanica,60,NA,Unbrowsed,Dead,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Prupen,Prunus pensylvanica,200,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Prupen,Prunus pensylvanica,120,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Prupen,Prunus pensylvanica,56,NA,Unbrowsed,Decaying,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Prupen,Prunus pensylvanica,149,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Prupen,Prunus pensylvanica,115,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2015,30_2015,T5,24/05/2015,5,24,30,Sorame,Sorbus americana,106,NA,Unbrowsed,Live,NA,NA,NA,NA,4,ok
CA1002,Casault,EX,2010,2016,30_2016,T6,26/05/2016,5,26,30,Abibal,Abies balsamea,33,8.4,Unbrowsed,Live,21,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,30_2016,T6,26/05/2016,5,26,30,Abibal,Abies balsamea,25,9.1,Unbrowsed,Live,7,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,30_2016,T6,26/05/2016,5,26,30,Abibal,Abies balsamea,42,7.1,Unbrowsed,Live,7,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,30_2016,T6,26/05/2016,5,26,30,Abibal,Abies balsamea,28,3.7,Unbrowsed,Live,3,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,30_2016,T6,26/05/2016,5,26,30,Abibal,Abies balsamea,29,7.1,Unbrowsed,Live,4,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,30_2016,T6,26/05/2016,5,26,30,Abibal,Abies balsamea,33.5,4.4,Unbrowsed,Live,5,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,30_2016,T6,26/05/2016,5,26,30,Abibal,Abies balsamea,18,3,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,30_2016,T6,26/05/2016,5,26,30,Abibal,Abies balsamea,109,17.1,Unbrowsed,Live,39,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,30_2016,T6,26/05/2016,5,26,30,Abibal,Abies balsamea,46,10.8,Unbrowsed,Live,16,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,30_2016,T6,26/05/2016,5,26,30,Abibal,Abies balsamea,20,2.3,Unbrowsed,Live,1,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,30_2016,T6,26/05/2016,5,26,30,Abibal,Abies balsamea,30,8.5,Unbrowsed,Live,9,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,30_2016,T6,26/05/2016,5,26,30,Abibal,Abies balsamea,30,9.3,Unbrowsed,Live,13,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,30_2016,T6,26/05/2016,5,26,30,Abibal,Abies balsamea,31,4.7,Unbrowsed,Live,3,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,30_2016,T6,26/05/2016,5,26,30,Abibal,Abies balsamea,31,6.1,Unbrowsed,Live,9,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,30_2016,T6,26/05/2016,5,26,30,Abibal,Abies balsamea,17,3.7,Unbrowsed,Live,3,0,0,0,4,ok
CA1002,Casault,EX,2010,2016,30_2016,T6,26/05/2016,5,26,30,Abibal,Abies balsamea,17,1.8,Unbrowsed,Live,1,0,0,0,4,ok
